,score,Title,content
112,5.0,Excellent Resort Hotel,Very friendly staff. Very clean. The The only complaint is we would like free water. Even at the little coffee shop they would not give us free water. We had to purchase a $5 bottled water. Everything was beautiful!
113,4.0,Overall,I felt the food could’ve been better at the 24 hour restaurant. The drinks was not made with top shelf liquors. The people taking orders and serving drinks sometimes would speed pass you while trying to order drinks.
114,5.0,Annual Vegas trip,"As usual everything was excellent at the Bellagio. I know prices have gone up everywhere, just seems a bit more here. Table minimums have increased a lot. Slot payouts seemed to be less and I heard that from others as well."
115,2.0,One of most popular and famous on strip you can skip,"Besides the fountain and fabulous flower Chinese garden you get the most underwhelming $60 brunch buffet with not onr not 2 but 3 different potatoes dishes, two sweet potatoe and one butternut squash, turkey stuffing, pizza....the cheapest food! Shower that doesn't drain in room so you stand in dirty water. Gliz and glamor bells and whistles but WAY underwhelming up close."
116,5.0,Fantastic service!,Fantastic service from the front desk to the blackjack dealers! Will definitely be back!! We were also very pleased with the ease dining in such nice places never having left the hotel. Keep up the excellent work. Thanks
117,1.0,Overrated,"Will not be staying at Bellagio in the near future, staff at front lobby and desk are highly rude. Buffet was not worth 49.00 the food was terrible and outdated I would much rather eat at Cosmo or Aria"
118,5.0,Birthday celebration,"Trip with my grandson to celebrate my birthday, lots of fun things to do and lots to see, perfect weather, professional, courteous staff made this trip special for me and my grandson, will definitely be back"
119,3.0,Just ok,"We stayed at the Bellagio for a 40th birthday weekend. Our ""redone"" king suite was fine but not anything special. The fixtures and furnishings seemed cheap. We usually stay at Cesaers and our room at the Bellagio was mediocre in comparison. We were told by the casino host comps were being applied, only to find out at check out nothing was put through. We spent thousands in two days and and this lack of follow through left a bad taste in my mouth. Disappointing."
120,3.0,Outdated and rude staff,If you go here DO NOT USE the mobile check in you will be able to get in the room once then you’ll have to wait in line for a true key so might as well do it at the start. Room had three dirty socks candy wrappers and bottle caps on the floor as soon as we walked in. Glad to see they did include their Covid cleaning protocols for us to read over and notice all that wasn’t completed.
121,5.0,Awesome,"I was very happy with the service by the staff and the facility was excellence. I would recommend Bellagio 100%! The room was very clean, better than what I've expected. Friendly service by the staff is the top reason why I would recommend this hotel to anyone, and facility is not that far behind the great service by hotel & casino staff."
122,5.0,Awesome,"I was very happy with the service by the staff and the facility was excellence. I would recommend Bellagio 100%! The room was very clean, better than what I've expected. Friendly service by the staff is the top reason why I would recommend this hotel to anyone, and facility is not that far behind the great service by hotel & casino staff."
123,1.0,Blood on the Bathroom Wall and a Hole punch on the bedroom Wall. We were moved to another room without any assistance,There was Blood on the Bathroom Wall and a hole punched on the bedroom wall. The room should not have been rented. When changed to another room. The hotel staff didn't offer to take our luggage to the new room. We asked for an upgraded room since we were celebrating an anniversary/birthday and they told us there were no upgrades available but once we complained about the Blood and Hole in the wall. We were changed to another room.
124,5.0,Best NFL Playoff Weekend Ever!,Loved the hotel Great customer service Can’t wait to go back Felt like home! My friends and I come in the NFL playoff weekend We enjoyed the sports book Saturday and Sunday We got reserved seats for the games What a weekend to see the best NFL playoff games in the last 50 years! They could not have been more attentive and friendly service ! Bellagio’s has it all great food the service is second to none in Vegas My friends and I traveled in from Texas and North Carolina to enjoy a relaxing fun and exciting weekend
125,3.0,Less than clean,"The standard of cleanliness was not what we expected. We were assuming that this was due to limited staffing in Housekeeping due to COVID issues. We really enjoyed ""O"". The food was exquisite. The location is fantastic, right in the middle of everything, near to City Center and Linq."
